,areaid,areaname,districtid,districtname,areaid0,areaname0,districtid0,districtname0,pharmagroup,clientdunsno,customerlocationname,custcol_8,parentptsdunsno,custcol_6,parentshipperlocationname,productcode,producttypedesc,weekid,weekdesc,monthid,monthdesc,mailclasscode,svcstddaytimecode,mailclasssrvcstddesc,ontimevolume,totalcount,failedcount
2640,10,CENTRAL,72,KS-MO,2,ATLANTIC,44,MARYLAND,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5556,2021-10-16,1286,OCT 2021,FC,3D  ,First Class - 3 Day,30,33,3
2641,10,CENTRAL,72,KS-MO,10,CENTRAL,46,WISCONSIN,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,3D  ,First Class - 3 Day,242,246,4
2642,5,WESTPAC,73,WASHINGTON,5,WESTPAC,73,WASHINGTON,OPTUM RX WV_HDP,902746733,OPTUM RX WV_HDP,902746733,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5586,2022-05-14,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,27,27,0
2643,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,22,HAWAII,OPTUM RX SA_HDP,902746720,OPTUM RX SA_HDP,902746720,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5595,2022-07-16,1295,JUL 2022,FC,5D  ,First Class - 5 Day,100,100,0
2644,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,1081,AZ-NM,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5584,2022-04-30,1292,APR 2022,FC,3D  ,First Class - 3 Day,709,716,7
2645,10,CENTRAL,72,KS-MO,2,ATLANTIC,60,PENNSYLVANIA 1,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5557,2021-10-23,1286,OCT 2021,FC,3D  ,First Class - 3 Day,40,42,2
2646,5,WESTPAC,73,WASHINGTON,5,WESTPAC,81,CALIFORNIA 3,HDP,902293987,HDP,902293987,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5570,2022-01-22,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,9,10,1
2647,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,68,ME-NH-VT,HDP,902205143,HDP,902205143,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5559,2021-11-06,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,6,6,0
2648,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,63,CALIFORNIA 6,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5598,2022-08-06,1296,AUG 2022,FC,4D  ,First Class - 4 Day,55,55,0
2649,10,CENTRAL,72,KS-MO,5,WESTPAC,64,CALIFORNIA 1,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5562,2021-11-27,1288,DEC 2021,FC,3D  ,First Class - 3 Day,40,47,7
2650,10,CENTRAL,14,ILLINOIS 1,5,WESTPAC,65,ID-MT-OR,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5572,2022-02-05,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,1,2,1
2651,5,WESTPAC,73,WASHINGTON,5,WESTPAC,89,CO-WY,HDP,902575884,HDP,902575884,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5565,2021-12-18,1288,DEC 2021,FC,3D  ,First Class - 3 Day,516,584,68
2652,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,46,WISCONSIN,HDP,902293958,HDP,902293958,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5584,2022-04-30,1292,APR 2022,PM,3D  ,Priority Mail - 3 Day,37,37,0
2653,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,1081,AZ-NM,PBM - We-- Care,902372655,PBM - We-- Care,902372655,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5578,2022-03-19,1291,MAR 2022,FC,3D  ,First Class - 3 Day,70,71,1
2654,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,17,OHIO 1,OPTUM RX PB_HDP,902746703,OPTUM RX PB_HDP,902746703,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5602,2022-09-03,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
2655,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,46,WISCONSIN,OPTUM RX CA_HDP,902746623,OPTUM RX CA_HDP,902746623,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5557,2021-10-23,1286,OCT 2021,PM,2D  ,Priority Mail - 2 Day,13,13,0
2656,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,31,MICHIGAN 2,OPTUM RX CA_HDP,902746620,OPTUM RX CA_HDP,902746620,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5566,2021-12-25,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,5,6,1
2657,5,WESTPAC,73,WASHINGTON,5,WESTPAC,65,ID-MT-OR,HDP,902575884,HDP,902575884,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5579,2022-03-26,1291,MAR 2022,FC,2D  ,First Class - 2 Day,765,783,18
2658,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,46,WISCONSIN,OPTUM RX SA_HDP,902746720,OPTUM RX SA_HDP,902746720,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5573,2022-02-12,1290,FEB 2022,FC,3D  ,First Class - 3 Day,175,179,4
2659,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1488,FLORIDA 3,OPTUMRX OV_HDP,902746689,OPTUMRX OV_HDP,902746689,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5575,2022-02-26,1291,MAR 2022,FC,2D  ,First Class - 2 Day,618,646,28
2660,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1482,FLORIDA 2,OPTUM RX CH_HDP,902746633,OPTUM RX CH_HDP,902746633,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5580,2022-04-02,1292,APR 2022,FC,3D  ,First Class - 3 Day,30,30,0
2661,10,CENTRAL,15,ILLINOIS 2,10,CENTRAL,72,KS-MO,PBM - We-- Care,902372655,PBM - We-- Care,902372655,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5579,2022-03-26,1291,MAR 2022,FC,3D  ,First Class - 3 Day,1,1,0
2662,5,WESTPAC,73,WASHINGTON,5,WESTPAC,1081,AZ-NM,HDP,902293989,HDP,902293989,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5573,2022-02-12,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,10,10,0
2663,5,WESTPAC,73,WASHINGTON,5,WESTPAC,87,ALASKA,HDP,902575882,HDP,902575882,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5599,2022-08-13,1296,AUG 2022,FC,5D  ,First Class - 5 Day,141,143,2
2664,10,CENTRAL,72,KS-MO,5,WESTPAC,1080,NV-UT,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5581,2022-04-09,1292,APR 2022,FC,3D  ,First Class - 3 Day,75,104,29
2665,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,40,KY-WV,OPTUMRX OV_HDP,902746690,OPTUMRX OV_HDP,902746690,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5563,2021-12-04,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,1,3,2
2666,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,1317,NEW JERSEY,OPTUM RX CA_HDP,902746623,OPTUM RX CA_HDP,902746623,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5574,2022-02-19,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,61,62,1
2667,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1507,GEORGIA,OPTUM RX CH_HDP,902746628,OPTUM RX CH_HDP,902746628,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5599,2022-08-13,1296,AUG 2022,FC,2D  ,First Class - 2 Day,11,12,1
2668,10,CENTRAL,72,KS-MO,2,ATLANTIC,44,MARYLAND,OPTUM RX OP_HDP,902746684,OPTUM RX OP_HDP,902746684,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5568,2022-01-08,1289,JAN 2022,PM,2D  ,Priority Mail - 2 Day,3,4,1
2669,10,CENTRAL,16,OHIO 2,5,WESTPAC,73,WASHINGTON,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5607,2022-10-08,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,156,160,4
2670,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,40,KY-WV,OPTUMRX OV_HDP,902746690,OPTUMRX OV_HDP,902746690,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5571,2022-01-29,1290,FEB 2022,FC,3D  ,First Class - 3 Day,42,43,1
2671,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,63,CALIFORNIA 6,KAISER PERMANENTE - SCAL REGION,902048551,KAISER PERMANENTE - SCAL REGION,902048551,902048548,902048548,KAISER PERMANENTE - SCAL REGION,FC ,First-Class                                       ,5562,2021-11-27,1288,DEC 2021,FC,2D  ,First Class - 2 Day,2,2,0
2672,2,ATLANTIC,57,DE-PA 2 DISTRICT,2,ATLANTIC,9,MA-RI,PBM - We-- Care,902372654,PBM - We-- Care,902372654,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5581,2022-04-09,1292,APR 2022,FC,3D  ,First Class - 3 Day,3,3,0
2673,10,CENTRAL,72,KS-MO,5,WESTPAC,81,CALIFORNIA 3,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5588,2022-05-28,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,4,4,0
2674,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,24,MICHIGAN 1,HDP,902575883,HDP,902575883,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5565,2021-12-18,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,3,3,0
2675,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1463,TENNESSEE,HDP,901326076,HDP,901326076,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5570,2022-01-22,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
2676,5,WESTPAC,73,WASHINGTON,5,WESTPAC,65,ID-MT-OR,HDP,902575884,HDP,902575884,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5578,2022-03-19,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,72,74,2
2677,2,ATLANTIC,57,DE-PA 2 DISTRICT,2,ATLANTIC,1,NEW YORK 3,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5591,2022-06-18,1294,JUN 2022,FC,2D  ,First Class - 2 Day,151,255,104
2678,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,59,LOUISIANA,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5601,2022-08-27,1297,SEP 2022,FC,3D  ,First Class - 3 Day,7,8,1
2679,10,CENTRAL,16,OHIO 2,7,SOUTHERN,1497,FLORIDA 1,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5594,2022-07-09,1295,JUL 2022,FC,3D  ,First Class - 3 Day,391,484,93
2680,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,65,ID-MT-OR,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5572,2022-02-05,1290,FEB 2022,FC,3D  ,First Class - 3 Day,358,448,90
2681,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,62,CALIFORNIA 2,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5564,2021-12-11,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,6,6,0
2682,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,1471,AL-MS,HDP,902541975,HDP,902541975,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5566,2021-12-25,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,1,1,0
2683,5,WESTPAC,62,CALIFORNIA 2,5,WESTPAC,62,CALIFORNIA 2,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,2D  ,First Class - 2 Day,1,1,0
2684,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,72,KS-MO,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5557,2021-10-23,1286,OCT 2021,FC,3D  ,First Class - 3 Day,1,1,0
2685,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,16,OHIO 2,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,3D  ,First Class - 3 Day,47,50,3
2686,5,WESTPAC,73,WASHINGTON,5,WESTPAC,70,CALIFORNIA 4,OPTUM RX WV_HDP,902746734,OPTUM RX WV_HDP,902746734,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5563,2021-12-04,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,1,1,0
2687,5,WESTPAC,38,CALIFORNIA 5,5,WESTPAC,38,CALIFORNIA 5,KAISER PERMANENTE - SCAL REGION,902048551,KAISER PERMANENTE - SCAL REGION,902048551,902048548,902048548,KAISER PERMANENTE - SCAL REGION,PM ,Priority Mail                                     ,5597,2022-07-30,1295,JUL 2022,PM,1D  ,Priority Mail - 1 Day,189,198,9
2688,5,WESTPAC,73,WASHINGTON,10,CENTRAL,55,MN-ND,HDP,902293989,HDP,902293989,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,8,8,0
2689,10,CENTRAL,14,ILLINOIS 1,5,WESTPAC,89,CO-WY,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5598,2022-08-06,1296,AUG 2022,PM,2D  ,Priority Mail - 2 Day,18,19,1
2690,10,CENTRAL,72,KS-MO,10,CENTRAL,15,ILLINOIS 2,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5592,2022-06-25,1295,JUL 2022,FC,2D  ,First Class - 2 Day,9,10,1
2691,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,65,ID-MT-OR,PBM - We-- Care,902372655,PBM - We-- Care,902372655,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5588,2022-05-28,1294,JUN 2022,FC,3D  ,First Class - 3 Day,5,7,2
2692,10,CENTRAL,72,KS-MO,10,CENTRAL,72,KS-MO,UHG - OPTUMRX,902771784,UHG - OPTUMRX,902771784,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5599,2022-08-13,1296,AUG 2022,FC,2D  ,First Class - 2 Day,2,2,0
2693,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,73,WASHINGTON,CVS,999999186,CVS 01703 REDLANDS RETAIL,999999186,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5584,2022-04-30,1293,MAY 2022,PM,3D  ,Priority Mail - 3 Day,3,3,0
2694,10,CENTRAL,72,KS-MO,7,SOUTHERN,1507,GEORGIA,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5603,2022-09-10,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,6,6,0
2695,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,2294,NORTH CAROLINA,OPTUM RX CH_HDP,902746629,OPTUM RX CH_HDP,902746629,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5595,2022-07-16,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,131,138,7
2696,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,53,AR-OK,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5560,2021-11-13,1287,NOV 2021,FC,3D  ,First Class - 3 Day,24,25,1
2697,2,ATLANTIC,74,VIRGINIA,7,SOUTHERN,1507,GEORGIA,KAISER PERMANENTE - MAS REGION - EVS,902072113,KAISER PERMANENTE - MAS REGION - EVS,902072113,902072110,902072110,KAISER PERMANENTE - MAS REGION - EVS,FC ,First-Class                                       ,5600,2022-08-20,1296,AUG 2022,FC,3D  ,First Class - 3 Day,11182,11480,298
2698,10,CENTRAL,72,KS-MO,2,ATLANTIC,44,MARYLAND,UHG - OPTUMRX,902771783,UHG - OPTUMRX,902771783,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5565,2021-12-18,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,1,1,0
2699,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,24,MICHIGAN 1,OPTUM RX PB_HDP,902746705,OPTUM RX PB_HDP,902746705,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,3D  ,First Class - 3 Day,981,1032,51
2700,10,CENTRAL,72,KS-MO,7,SOUTHERN,1084,SOUTH CAROLINA,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5601,2022-08-27,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,8,8,0
2701,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,53,AR-OK,HDP,902293986,HDP,902293986,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5562,2021-11-27,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,11,11,0
2702,10,CENTRAL,72,KS-MO,10,CENTRAL,23,IA-NE-SD,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5571,2022-01-29,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,2,2,0
2703,5,WESTPAC,73,WASHINGTON,5,WESTPAC,65,ID-MT-OR,HDP,902293989,HDP,902293989,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5596,2022-07-23,1295,JUL 2022,FC,3D  ,First Class - 3 Day,563,589,26
2704,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,1309,NEW YORK 1,OPTUM RX PB_HDP,902746705,OPTUM RX PB_HDP,902746705,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5556,2021-10-16,1286,OCT 2021,PM,1D  ,Priority Mail - 1 Day,25,25,0
2705,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,1309,NEW YORK 1,OPTUM RX PB_HDP,902746703,OPTUM RX PB_HDP,902746703,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5579,2022-03-26,1291,MAR 2022,FC,2D  ,First Class - 2 Day,836,862,26
2706,10,CENTRAL,14,ILLINOIS 1,5,WESTPAC,1081,AZ-NM,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5571,2022-01-29,1289,JAN 2022,FC,3D  ,First Class - 3 Day,131,133,2
2707,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1084,SOUTH CAROLINA,HDP,902293988,HDP,902293988,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5606,2022-10-01,1298,OCT 2022,PM,3D  ,Priority Mail - 3 Day,7,7,0
2708,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,74,VIRGINIA,OPTUM RX CH_HDP,902746633,OPTUM RX CH_HDP,902746633,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5557,2021-10-23,1286,OCT 2021,FC,3D  ,First Class - 3 Day,1390,1397,7
2709,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,20,TEXAS 1,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5594,2022-07-09,1295,JUL 2022,FC,4D  ,First Class - 4 Day,1,1,0
2710,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,15,ILLINOIS 2,OPTUM RX CH_HDP,902746635,OPTUM RX CH_HDP,902746635,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5582,2022-04-16,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,21,21,0
2711,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,40,KY-WV,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
2712,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,17,OHIO 1,OPTUM RX CH_HDP,902746634,OPTUM RX CH_HDP,902746634,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5589,2022-06-04,1294,JUN 2022,FC,3D  ,First Class - 3 Day,1960,2091,131
2713,10,CENTRAL,72,KS-MO,7,SOUTHERN,1482,FLORIDA 2,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5567,2022-01-01,1289,JAN 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
2714,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,72,KS-MO,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5567,2022-01-01,1289,JAN 2022,PM,2D  ,Priority Mail - 2 Day,68,69,1
2715,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1497,FLORIDA 1,HDP,902293988,HDP,902293988,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5585,2022-05-07,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,71,76,5
2716,5,WESTPAC,73,WASHINGTON,5,WESTPAC,1081,AZ-NM,OPTUM RX WV_HDP,902746734,OPTUM RX WV_HDP,902746734,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5585,2022-05-07,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,25,25,0
2717,10,CENTRAL,72,KS-MO,2,ATLANTIC,74,VIRGINIA,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5586,2022-05-14,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,14,14,0
2718,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,55,MN-ND,HDP,902293959,HDP,902293959,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5564,2021-12-11,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,24,27,3
2719,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1084,SOUTH CAROLINA,HDP,902575883,HDP,902575883,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5608,2022-10-15,1298,OCT 2022,PM,3D  ,Priority Mail - 3 Day,9,10,1
2720,7,SOUTHERN,1507,GEORGIA,7,SOUTHERN,1507,GEORGIA,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5598,2022-08-06,1296,AUG 2022,FC,2D  ,First Class - 2 Day,1,1,0
2721,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,33,TEXAS 2,HDP,902293986,HDP,902293986,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5607,2022-10-08,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,4,5,1
2722,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,81,CALIFORNIA 3,OPTUM RX CA_HDP,902746623,OPTUM RX CA_HDP,902746623,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5556,2021-10-16,1286,OCT 2021,FC,2D  ,First Class - 2 Day,840,870,30
2723,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,1080,NV-UT,OPTUM RX CA_HDP,902746622,OPTUM RX CA_HDP,902746622,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5564,2021-12-11,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,11,11,0
2724,5,WESTPAC,1081,AZ-NM,5,WESTPAC,1080,NV-UT,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5575,2022-02-26,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,45,46,1
2725,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,60,PENNSYLVANIA 1,OPTUM RX PB_HDP,902746706,OPTUM RX PB_HDP,902746706,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5561,2021-11-20,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,25,27,2
